id,tool_name,source_path,domain,subdomain,description,deps_pypi,imports_unknown,tags,content_hash
MISC.MISC.119_toolz_pipe_demo,sm0l_toolz_pipe_demo,pythons1_sm0l_demos/toolz_pipe_demo.py,MISC,MISC,toolz.pipe demo,toolz,,toolz,0c8c70f6efcb
MISC.MISC.120_twint_demo,sm0l_twint_demo,pythons1_sm0l_demos/twint_demo.py,MISC,MISC,twint minimal config object demo,,twint,twint,cd758742fd05
MISC.MISC.121_typer_demo,sm0l_typer_demo,pythons1_sm0l_demos/typer_demo.py,MISC,MISC,typer minimal CLI demo. Run: python typer_demo.py hello --name wofl,typer,,typer,2d394d407445
SYS.MON.006_watchdog_demo,sm0l_watchdog_demo,pythons1_sm0l_demos/watchdog_demo.py,SYS,MON,watchdog file system event demo (temp dir),watchdog,,filesystem pathlib tempfile time watchdog,b6de905b8a32
MISC.MISC.122_youtubesearchpython_demo,sm0l_youtubesearchpython_demo,pythons1_sm0l_demos/youtubesearchpython_demo.py,MISC,MISC,youtube-search-python quick search demo,youtube-search-python,,youtubesearchpython,5974f378da61
AUTO.WORKFLOW.011_airflow_dag_demo,sm0l_airflow_dag_demo,pythons2_sm0l_demos/airflow_dag_demo.py,AUTO,WORKFLOW,airflow minimal DAG definition. Place this file in your Airflow dags folder. Running it directly will only construct the DAG if airflow is installed.,,airflow,airflow datetime,8d5ab3f79125
AUTO.SCHED.006_apscheduler_demo,sm0l_apscheduler_demo,pythons2_sm0l_demos/apscheduler_demo.py,AUTO,SCHED,APScheduler interval job (3 ticks),APScheduler,,apscheduler scheduler time,c081868ebf4b
WEB.API.007_fastapi_app_demo,sm0l_fastapi_app_demo,pythons2_sm0l_demos/fastapi_app_demo.py,WEB,API,fastapi minimal app object,fastapi,,api fastapi,0c559b5bbb8e
MISC.MISC.123_google_calendar_api_demo,sm0l_google_calendar_api_demo,pythons2_sm0l_demos/google_calendar_api_demo.py,MISC,MISC,Google Calendar API minimal skeleton. Requires service account JSON path in: GOOGLE_CRED_JSON This demo only builds a client and lists next 1 event if credentials are provided.,,googleapiclient oauth2client,datetime googleapiclient oauth2client,ac8a67491802
MISC.MISC.124_gradio_demo,sm0l_gradio_demo,pythons2_sm0l_demos/gradio_demo.py,MISC,MISC,gradio minimal app. Run: python gradio_demo.py,gradio,,gradio,c74e878a4ccc
MISC.MISC.125_loguru_demo,sm0l_loguru_demo,pythons2_sm0l_demos/loguru_demo.py,MISC,MISC,loguru minimal logging,loguru,,loguru,9dfd1a56589f
MISC.MISC.126_openai_demo,sm0l_openai_demo,pythons2_sm0l_demos/openai_demo.py,MISC,MISC,OpenAI minimal API demo (requires OPENAI_API_KEY). Optional: set OPENAI_DEMO_MODEL to override model,openai,,openai,bb5741ba5b2b
DOC.OFFICE.003_openpyxl_demo,sm0l_openpyxl_demo,pythons2_sm0l_demos/openpyxl_demo.py,DOC,OFFICE,openpyxl create workbook,openpyxl,,openpyxl pathlib tempfile,8a0394e8e897
DATA.DF.010_pandas_demo,sm0l_pandas_demo,pythons2_sm0l_demos/pandas_demo.py,DATA,DF,pandas tiny delta column,pandas,,pandas,17f84e0549f3
MISC.MISC.127_pattern_command_registry,sm0l_pattern_command_registry,pythons2_sm0l_demos/pattern_command_registry.py,MISC,MISC,Command registry pattern (stdlib-only).,,,,442b8257385d
MISC.MISC.128_pattern_config_injection,sm0l_pattern_config_injection,pythons2_sm0l_demos/pattern_config_injection.py,MISC,MISC,Configuration injection pattern (stdlib-only).,,,,9096be370a41
MISC.MISC.129_pattern_guardian,sm0l_pattern_guardian,pythons2_sm0l_demos/pattern_guardian.py,MISC,MISC,Guardian pattern: runtime interface guard (stdlib-only).,,,,0c047d43b6e4
MISC.MISC.130_pattern_plugin_hooks,sm0l_pattern_plugin_hooks,pythons2_sm0l_demos/pattern_plugin_hooks.py,MISC,MISC,Dynamic plugin hooks pattern (stdlib-only).,,,,e6ac28ee8e47
MISC.MISC.131_pattern_transaction_wrapper,sm0l_pattern_transaction_wrapper,pythons2_sm0l_demos/pattern_transaction_wrapper.py,MISC,MISC,Transaction wrapper pattern (stdlib-only).,,,contextlib,45723703fbf8
WEB.BROWSER.007_playwright_demo,sm0l_playwright_demo,pythons2_sm0l_demos/playwright_demo.py,WEB,BROWSER,playwright headless launch,playwright,,browser playwright,d03f6da9acf2
AUTO.WORKFLOW.012_prefect_flow_demo,sm0l_prefect_flow_demo,pythons2_sm0l_demos/prefect_flow_demo.py,AUTO,WORKFLOW,prefect minimal flow,prefect,,prefect,90d1c0a61e3b
SYS.MON.007_psutil_demo,sm0l_psutil_demo,pythons2_sm0l_demos/psutil_demo.py,SYS,MON,psutil quick system stats,psutil,,psutil system,f8ca9b7be7cd
MISC.MISC.132_pydantic_demo,sm0l_pydantic_demo,pythons2_sm0l_demos/pydantic_demo.py,MISC,MISC,pydantic v2 tiny model,pydantic,,pydantic,98694f599fc1
DOC.PDF.009_pymupdf_demo,sm0l_pymupdf_demo,pythons2_sm0l_demos/pymupdf_demo.py,DOC,PDF,PyMuPDF (fitz) create a PDF,PyMuPDF,,fitz pathlib pdf tempfile,098a5805dc21
DOC.PDF.010_pypdf2_demo,sm0l_pypdf2_demo,pythons2_sm0l_demos/pypdf2_demo.py,DOC,PDF,PyPDF2 create + read,,PyPDF2,pathlib pdf pypdf2 tempfile,453bc0fe7b15
WEB.SCRAPE.008_requests_bs4_demo,sm0l_requests_bs4_demo,pythons2_sm0l_demos/requests_bs4_demo.py,WEB,SCRAPE,requests + beautifulsoup quick parse,beautifulsoup4 requests,,bs4 requests,6b1141e478cc
MISC.MISC.133_rich_console_demo,sm0l_rich_console_demo,pythons2_sm0l_demos/rich_console_demo.py,MISC,MISC,rich minimal console + table,rich,,rich,1175111763eb
AUTO.SCHED.007_schedule_demo,sm0l_schedule_demo,pythons2_sm0l_demos/schedule_demo.py,AUTO,SCHED,schedule tiny periodic task (3 ticks),,schedule,schedule scheduler time,0f97805fe154
MISC.MISC.134_script_github_auto_pull_demo,sm0l_script_github_auto_pull_demo,pythons2_sm0l_demos/script_github_auto_pull_demo.py,MISC,MISC,GitHub repo auto-pull demo (safe). Set: GITHUB_REPOS_DIR (folder containing git repos),,,pathlib subprocess,81666967452f
MISC.MISC.135_script_github_cloner_demo,sm0l_script_github_cloner_demo,pythons2_sm0l_demos/script_github_cloner_demo.py,MISC,MISC,GitHub repo cloner skeleton (safe). Set: GITHUB_CLONE_LIST (comma-separated git URLs) GITHUB_CLONE_DIR (target folder) This demo will clone missing repos and skip existing ones.,,,pathlib subprocess,134a0b9abda3
MISC.MISC.136_script_google_calendar_summarizer_demo,sm0l_script_google_calendar_summarizer_demo,pythons2_sm0l_demos/script_google_calendar_summarizer_demo.py,MISC,MISC,Google Calendar weekly summarizer demo. Requires: GOOGLE_CRED_JSON (service account JSON) Prints a compact bullet summary of events in the next 7 days.,,googleapiclient oauth2client,datetime googleapiclient oauth2client,9398ab7dad1d
DOC.PDF.011_script_pdf_auto_renamer_demo,sm0l_script_pdf_auto_renamer_demo,pythons2_sm0l_demos/script_pdf_auto_renamer_demo.py,DOC,PDF,PDF auto-renamer core idea,,PyPDF2,pathlib pdf pypdf2,fb15780fd6d7
WEB.HTTP.013_script_server_monitor_demo,sm0l_script_server_monitor_demo,pythons2_sm0l_demos/script_server_monitor_demo.py,WEB,HTTP,self-healing server monitor (one-shot core),psutil requests,,psutil requests,580a26b1a79e
MISC.MISC.137_script_slack_thread_summarizer_skeleton,sm0l_script_slack_thread_summarizer_skeleton,pythons2_sm0l_demos/script_slack_thread_summarizer_skeleton.py,MISC,MISC,Slack thread summarizer skeleton. Requires: SLACK_BOT_TOKEN This demo does not call Slack. It prints the minimal request shape.,,,,38f918cdb337
MISC.MISC.138_script_usb_autolock_demo,sm0l_script_usb_autolock_demo,pythons2_sm0l_demos/script_usb_autolock_demo.py,MISC,MISC,"Auto-lock workstation on USB removal (platform-aware skeleton). This demo only shows lock logic. Wire it to your preferred device watcher. Windows lock: rundll32.exe user32.dll,LockWorkStation",,,platform subprocess,9aef1439e499
MISC.MISC.139_script_wifi_passwords_demo,sm0l_script_wifi_passwords_demo,pythons2_sm0l_demos/script_wifi_passwords_demo.py,MISC,MISC,Wi-Fi password recovery demo (Windows-only). Uses `netsh` to list profiles and show keys.,,,platform subprocess,f03c90b61981
NLP.EMBED.003_sentence_transformers_demo,sm0l_sentence_transformers_demo,pythons2_sm0l_demos/sentence_transformers_demo.py,NLP,EMBED,sentence-transformers tiny embedding,sentence-transformers,,sentence_transformers,8b11a0b291a2
MISC.MISC.140_typer_demo,sm0l_typer_demo,pythons2_sm0l_demos/typer_demo.py,MISC,MISC,typer minimal CLI demo. Run: python typer_demo.py hello --name wofl,typer,,typer,8cbe5845e103
SYS.MON.008_watchdog_demo,sm0l_watchdog_demo,pythons2_sm0l_demos/watchdog_demo.py,SYS,MON,watchdog minimal file-create observer,watchdog,,filesystem pathlib tempfile time watchdog,8fa334096bd9
VIZ.PLOTS.014_pywaffle_demo,sm0l_pywaffle_demo,pywaffle_demo.py,VIZ,PLOTS,Run pywaffle_demo.py,matplotlib,__future__ pywaffle,__future__ matplotlib pywaffle,2400b9b0f93e
MISC.MISC.141_pywhat_demo,sm0l_pywhat_demo,pywhat_demo.py,MISC,MISC,Run pywhat_demo.py,pywhat,__future__,__future__ pywhat,6935a5436a8f
MISC.MISC.142_pywhatkit_example,sm0l_pywhatkit_example,pywhatkit_example.py,MISC,MISC,!/usr/bin/env python3,pywhatkit,,pywhatkit,6e1058d7459f
MISC.MISC.143_redirect_stdout_demo,sm0l_redirect_stdout_demo,redirect_stdout_demo.py,MISC,MISC,Run redirect_stdout_demo.py,,__future__,__future__ contextlib io,cebdee86b42a
WEB.SCRAPE.009_requests_bs4_demo,sm0l_requests_bs4_demo,requests_bs4_demo.py,WEB,SCRAPE,requests + BeautifulSoup HTML parse demo,beautifulsoup4 requests,,bs4 requests,cd647353316c
WEB.HTTP.014_requests_demo,sm0l_requests_demo,requests_demo.py,WEB,HTTP,Run requests_demo.py,requests,__future__,__future__ requests,3aca79878a52
MISC.MISC.144_restart_advanced_mode_2,sm0l_restart_advanced_mode_2,restart-advanced-mode (2).py,MISC,MISC,Run restart-advanced-mode (2).py,,,subprocess,0baf65fb8c81
MISC.MISC.145_restart_advanced_mode,sm0l_restart_advanced_mode,restart-advanced-mode.py,MISC,MISC,Run restart-advanced-mode.py,,,subprocess,0cc19b2fee15
MISC.MISC.146_resttart_adv_mode,sm0l_resttart_adv_mode,resttart-adv-mode.py,MISC,MISC,Run resttart-adv-mode.py,,,subprocess,0baf65fb8c81
MISC.MISC.147_rich_console_demo,sm0l_rich_console_demo,rich_console_demo.py,MISC,MISC,rich console output demo,rich,,rich,795a1f5fc2fa
MISC.MISC.148_rich_demo,sm0l_rich_demo,rich_demo.py,MISC,MISC,Run rich_demo.py,rich,__future__,__future__ rich,72eed6927990
MISC.MISC.149_ruff_cli_demo,sm0l_ruff_cli_demo,ruff_cli_demo.py,MISC,MISC,ruff CLI demo on a tiny temp file.,,,pathlib subprocess tempfile textwrap,d488ebebd4ed
MISC.MISC.150_ruff_demo,sm0l_ruff_demo,ruff_demo.py,MISC,MISC,Run ruff_demo.py,,__future__ shutil,__future__ pathlib shutil subprocess tempfile textwrap,03b485d08f81
MISC.MISC.151_scdl_help_demo,sm0l_scdl_help_demo,scdl_help_demo.py,MISC,MISC,scdl safe demo: print CLI help. This does not download anything.,,,subprocess,3cf019304632
AUTO.SCHED.008_schedule_demo,sm0l_schedule_demo,schedule_demo.py,AUTO,SCHED,Run schedule_demo.py,,__future__ schedule,__future__ schedule scheduler time,b954ba880e01
AUTO.SCHED.009_schedule_example,sm0l_schedule_example,schedule_example.py,AUTO,SCHED,!/usr/bin/env python3,,schedule,schedule scheduler time,3b9dd09bb604
AUTO.SCHED.010_scheduled_cleanup_demo,sm0l_scheduled_cleanup_demo,scheduled_cleanup_demo.py,AUTO,SCHED,schedule-based demo cleanup (safe temp sandbox).,,schedule,pathlib schedule scheduler tempfile time,b6d35a6ff6a4
MISC.MISC.152_script_github_auto_pull_demo,sm0l_script_github_auto_pull_demo,script_github_auto_pull_demo.py,MISC,MISC,GitHub repo auto-pull demo (safe). Set: GITHUB_REPOS_DIR (folder containing git repos),,,pathlib subprocess,81666967452f
MISC.MISC.153_script_github_cloner_demo,sm0l_script_github_cloner_demo,script_github_cloner_demo.py,MISC,MISC,GitHub repo cloner skeleton (safe). Set: GITHUB_CLONE_LIST (comma-separated git URLs) GITHUB_CLONE_DIR (target folder) This demo will clone missing repos and skip existing ones.,,,pathlib subprocess,134a0b9abda3
MISC.MISC.154_script_google_calendar_summarizer_demo,sm0l_script_google_calendar_summarizer_demo,script_google_calendar_summarizer_demo.py,MISC,MISC,Google Calendar weekly summarizer demo. Requires: GOOGLE_CRED_JSON (service account JSON) Prints a compact bullet summary of events in the next 7 days.,,googleapiclient oauth2client,datetime googleapiclient oauth2client,9398ab7dad1d
DOC.PDF.012_script_pdf_auto_renamer_demo,sm0l_script_pdf_auto_renamer_demo,script_pdf_auto_renamer_demo.py,DOC,PDF,PDF auto-renamer core idea,,PyPDF2,pathlib pdf pypdf2,fb15780fd6d7
WEB.HTTP.015_script_server_monitor_demo,sm0l_script_server_monitor_demo,script_server_monitor_demo.py,WEB,HTTP,self-healing server monitor (one-shot core),psutil requests,,psutil requests,580a26b1a79e
MISC.MISC.155_script_slack_thread_summarizer_skeleton,sm0l_script_slack_thread_summarizer_skeleton,script_slack_thread_summarizer_skeleton.py,MISC,MISC,Slack thread summarizer skeleton. Requires: SLACK_BOT_TOKEN This demo does not call Slack. It prints the minimal request shape.,,,,38f918cdb337
MISC.MISC.156_script_usb_autolock_demo,sm0l_script_usb_autolock_demo,script_usb_autolock_demo.py,MISC,MISC,"Auto-lock workstation on USB removal (platform-aware skeleton). This demo only shows lock logic. Wire it to your preferred device watcher. Windows lock: rundll32.exe user32.dll,LockWorkStation",,,platform subprocess,9aef1439e499
MISC.MISC.157_script_wifi_passwords_demo,sm0l_script_wifi_passwords_demo,script_wifi_passwords_demo.py,MISC,MISC,Wi-Fi password recovery demo (Windows-only). Uses `netsh` to list profiles and show keys.,,,platform subprocess,f03c90b61981
WEB.BROWSER.008_selenium_demo,sm0l_selenium_demo,selenium_demo.py,WEB,BROWSER,Run selenium_demo.py,selenium,__future__,__future__ browser selenium,65c6c546be7e
NLP.EMBED.004_sentence_transformers_demo,sm0l_sentence_transformers_demo,sentence_transformers_demo.py,NLP,EMBED,Run sentence_transformers_demo.py,sentence-transformers,__future__,__future__ sentence_transformers,c765662ccd2f
MISC.MISC.158_shapely_demo,sm0l_shapely_demo,shapely_demo.py,MISC,MISC,Run shapely_demo.py,shapely,__future__,__future__ shapely,308e1c505aa4
MISC.MISC.159_show_debloat_info,sm0l_show_debloat_info,show-debloat-info.py,MISC,MISC,Run show-debloat-info.py,,,subprocess,9db42bf2e554
MISC.MISC.160_simple_backup,sm0l_simple_backup,simple_backup.py,MISC,MISC,!/usr/bin/env python3,,shutil,argparse datetime pathlib shutil,897d30014f77
DATA.DF.011_sklearn_linear_regression_demo,sm0l_sklearn_linear_regression_demo,sklearn_linear_regression_demo.py,DATA,DF,sklearn LinearRegression quick forecast demo,pandas scikit-learn,,pandas sklearn,085b630471b5
MISC.MISC.161_start_disk_cleanup,sm0l_start_disk_cleanup,start-disk-cleanup.py,MISC,MISC,Run start-disk-cleanup.py,,winreg,argparse pathlib subprocess winreg,84f489fbaa5f
MISC.MISC.162_streamlit_app_demo,sm0l_streamlit_app_demo,streamlit_app_demo.py,MISC,MISC,streamlit minimal app. Run: streamlit run streamlit_app_demo.py,streamlit,,streamlit,6a1c869b0313
MISC.MISC.163_telethon_demo,sm0l_telethon_demo,telethon_demo.py,MISC,MISC,telethon minimal client construction. Requires you to set TELETHON_API_ID and TELETHON_API_HASH env vars for real use. This demo won't connect.,,telethon,telethon,a4af70cfb250
MISC.MISC.164_tenacity_demo,sm0l_tenacity_demo,tenacity_demo.py,MISC,MISC,Run tenacity_demo.py,tenacity,__future__,__future__ logging random tenacity time,d5a360ad927c
MISC.MISC.165_tenacity_example,sm0l_tenacity_example,tenacity_example.py,MISC,MISC,!/usr/bin/env python3,tenacity,,random tenacity,7ba9aea28d25
MISC.MISC.166_tenacity_retry_demo,sm0l_tenacity_retry_demo,tenacity_retry_demo.py,MISC,MISC,tenacity retry demo,tenacity,,retry tenacity,633c7c9059aa
MISC.MISC.167_toolz_partition_demo,sm0l_toolz_partition_demo,toolz_partition_demo.py,MISC,MISC,toolz.partition_all demo,toolz,,toolz,13a1c22158d7
MISC.MISC.168_toolz_pipe_demo,sm0l_toolz_pipe_demo,toolz_pipe_demo.py,MISC,MISC,toolz.pipe demo,toolz,,toolz,0c8c70f6efcb
ML.TORCH.002_torch_tensor_demo,sm0l_torch_tensor_demo,torch_tensor_demo.py,ML,TORCH,Run torch_tensor_demo.py,torch,__future__,__future__ torch,768cb7bd323d
MISC.MISC.169_tqdm_example,sm0l_tqdm_example,tqdm_example.py,MISC,MISC,!/usr/bin/env python3,tqdm,,time tqdm,09baa00986da
MISC.MISC.170_twint_demo,sm0l_twint_demo,twint_demo.py,MISC,MISC,twint minimal config object demo,,twint,twint,cd758742fd05
MISC.MISC.171_typer_demo,sm0l_typer_demo,typer_demo.py,MISC,MISC,Run typer_demo.py,typer,__future__,__future__ typer,bdada77f3c43
SYS.MON.009_watchdog_demo,sm0l_watchdog_demo,watchdog_demo.py,SYS,MON,Run watchdog_demo.py,watchdog,__future__,__future__ filesystem pathlib tempfile time watchdog,2cde8d4d1229
MISC.MISC.172_wifi_password_recovery,sm0l_wifi_password_recovery,wifi_password_recovery.py,MISC,MISC,!/usr/bin/env python3,,,argparse subprocess,899f2f0f57c3
MISC.MISC.173_win_debloat_tools,sm0l_win_debloat_tools,win-debloat-tools.py,MISC,MISC,Run win-debloat-tools.py,,winreg,ctypes enum subprocess winreg,f44ff15a0b42
MISC.MISC.174_yaml_loader,sm0l_yaml_loader,yaml-loader.py,MISC,MISC,Run yaml-loader.py,PyYAML,,pathlib yaml,0389fcdb6abb
MISC.MISC.175_youtubesearchpython_demo,sm0l_youtubesearchpython_demo,youtubesearchpython_demo.py,MISC,MISC,youtube-search-python quick search demo,youtube-search-python,,youtubesearchpython,5974f378da61
